Banking77

Low STD MAX

+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
|  Class 95 |      0.99     |      0.3922     |        0.9914       |        0.3494        |     0.99     |     0.2991     |       0.9913       |        0.3733       |     0.98     |     0.0613     |       0.9908       |        0.3593       |     230      |      109      |
|  Class 96 |      0.98     |      0.3775     |        0.9908       |        0.3573        |     0.97     |     0.2855     |       0.9915       |        0.3646       |     0.94     |     0.0497     |       0.9911       |        0.3634       |     230      |  tensor(-115) |
|  Class 97 |      1.0      |      0.3356     |        0.9907       |        0.3616        |     1.0      |     0.3352     |       0.991        |        0.3588       |     1.0      |     0.0662     |       0.9911       |        0.3511       |     230      |      109      |
|  Class 98 |      1.0      |      0.3599     |        0.9911       |        0.3491        |     1.0      |     0.3496     |       0.9911       |        0.3699       |     1.0      |     0.0786     |       0.9914       |        0.3607       |     230      |  tensor(-115) |
|  Class 99 |      0.98     |      0.3887     |        0.9915       |        0.3586        |     0.98     |     0.2945     |       0.9915       |        0.3726       |     0.97     |     0.054      |       0.9913       |        0.3661       |     230      |      108      |
| Class 100 |      1.0      |      0.3984     |        0.9911       |        0.3639        |     1.0      |     0.4904     |       0.9912       |        0.3613       |     0.99     |     0.0855     |       0.9912       |        0.3465       |     230      |  tensor(-115) |
| Class 101 |      1.0      |      0.3569     |        0.9912       |        0.3447        |     1.0      |     0.3549     |       0.9907       |        0.3706       |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9878    |       0.95     |     0.0606     |       0.991        |        0.3645       |     230      |      108      |
| Class 102 |      0.99     |      0.4438     |        0.9907       |        0.362         |     0.99     |     0.3055     |       0.991        |        0.3627       |     0.99     |     0.0482     |       0.9914       |        0.3614       |     230      |  tensor(-115) |
| Class 103 |      1.0      |      0.3624     |        0.9913       |        0.3594        |     0.99     |     0.313      |       0.9911       |        0.3624       |     0.95     |     0.0603     |       0.9914       |        0.3579       |     230      |      115      |
| Class 104 |      0.99     |      0.2558     |        0.9911       |        0.3567        |     0.99     |     0.3052     |       0.9913       |        0.3651       |     0.98     |     0.0751     |       0.9916       |        0.3563       |     230      |  tensor(-115) |
| Class 105 |      1.0      |      0.3359     |        0.9915       |        0.3546        |     1.0      |     0.2605     |       0.9909       |        0.3665       |     0.96     |     0.0596     |       0.9913       |        0.3679       |     230      |      113      |
| Class 106 |      1.0      |      0.3218     |        0.991        |        0.3662        |     1.0      |     0.285      |       0.9913       |        0.3689       |     0.98     |     0.072      |       0.9908       |        0.3507       |     230      |  tensor(-115) |
| Class 107 |      0.99     |      0.334      |        0.9907       |        0.349         |     0.99     |     0.2491     |       0.9912       |        0.3704       |     0.98     |     0.0546     |       0.9913       |        0.3635       |     230      |      112      |
| Class 108 |      0.99     |      0.3226     |        0.9912       |        0.3618        |     0.99     |     0.3076     |       0.9906       |        0.3656       |     0.99     |     0.0632     |       0.9916       |        0.3531       |     230      |  tensor(-115) |
| Class 109 |      0.99     |      0.3311     |        0.9916       |        0.3514        |     0.99     |     0.3277     |       0.9913       |        0.3732       |     0.96     |     0.0689     |       0.9906       |        0.359        |     230      |      115      |
| Class 110 |      0.97     |      0.2452     |        0.9906       |        0.3578        |     0.99     |     0.3424     |       0.9911       |        0.3662       |     0.96     |     0.078      |       0.9916       |        0.3509       |     230      |  tensor(-115) |
| Class 111 |      1.0      |      0.2611     |        0.9913       |        0.3497        |     1.0      |     0.3074     |       0.9913       |        0.3736       |     1.0      |     0.0879     |       0.9912       |        0.3612       |     230      |      104      |
| Class 112 |      0.98     |      0.3291     |        0.9913       |        0.3596        |     0.98     |     0.3074     |       0.9915       |        0.367        |     0.96     |     0.0613     |       0.9917       |        0.3579       |     230      |  tensor(-115) |
| Class 113 |      1.0      |      0.4286     |        0.9914       |        0.3556        |     1.0      |     0.3535     |       0.991        |        0.3618       |     1.0      |     0.0585     |       0.9913       |        0.3593       |     230      |      100      |
| Class 114 |      1.0      |      0.3511     |        0.9913       |        0.3574        |     1.0      |     0.2512     |       0.9912       |        0.3628       |     0.92     |     0.053      |       0.9911       |        0.3563       |     230      |  tensor(-115) |
| Class 115 |      1.0      |      0.2858     |        0.9906       |        0.3549        |     1.0      |     0.3392     |       0.991        |        0.3726       |     0.97     |     0.0687     |       0.9908       |        0.3591       |     230      |      109      |
| Class 116 |      1.0      |       0.38      |        0.9906       |        0.3571        |     1.0      |     0.3617     |       0.9912       |        0.3709       |     0.99     |     0.0656     |       0.9916       |        0.3615       |     230      |  tensor(-115) |
| Class 117 |      1.0      |      0.4143     |        0.9915       |        0.3592        |     1.0      |     0.2648     |       0.9912       |        0.3636       |     0.99     |     0.0472     |       0.9915       |        0.3588       |     230      |      113      |
| Class 118 |      1.0      |      0.3621     |        0.9914       |        0.3567        |     1.0      |     0.3743     |       0.9914       |        0.3628       |     0.92     |     0.0589     |       0.9912       |        0.3441       |     230      |  tensor(-115) |
| Class 119 |      0.99     |      0.3832     |        0.9908       |        0.3421        |     0.99     |     0.3622     |       0.9912       |        0.3687       |     0.99     |     0.0718     |       0.9913       |        0.3651       |     230      |      115      |
| Class 120 |      1.0      |      0.4382     |        0.9912       |        0.3627        |     1.0      |     0.3983     |       0.9913       |        0.3671       |     1.0      |     0.0652     |       0.991        |        0.3546       |     230      |  tensor(-115) |
| Class 121 |      0.97     |      0.3138     |        0.9912       |        0.3529        |     0.97     |     0.2744     |       0.9917       |        0.3803       |     0.93     |     0.0617     |       0.9917       |        0.3632       |     230      |      112      |
| Class 122 |      1.0      |      0.364      |        0.9913       |        0.3613        |     1.0      |     0.3277     |       0.9914       |        0.3578       |     1.0      |     0.0584     |       0.9912       |        0.3461       |     230      |  tensor(-115) |
| Class 123 |      0.97     |      0.3279     |        0.9914       |        0.3443        |     0.97     |     0.275      |       0.9914       |        0.3817       |     0.96     |     0.0601     |       0.9912       |        0.364        |     230      |      111      |
| Class 124 |      0.98     |      0.3173     |        0.9911       |        0.3623        |     0.99     |     0.3182     |       0.9914       |        0.3624       |     0.93     |     0.0618     |       0.9916       |        0.3518       |     230      |  tensor(-115) |
| Class 125 |      0.99     |      0.2773     |        0.9912       |        0.3505        |     0.98     |     0.2765     |       0.9915       |        0.3787       |     0.92     |     0.0673     |       0.991        |        0.3628       |     230      |      115      |
| Class 126 |      0.99     |      0.3009     |        0.9906       |        0.3614        |     0.99     |     0.2281     |       0.9914       |        0.3691       |     0.93     |     0.0486     |       0.991        |        0.3485       |     230      |  tensor(-115) |
| Class 127 |      1.0      |      0.4743     |        0.9906       |        0.3458        |     1.0      |     0.4083     |       0.9912       |        0.3667       |     1.0      |     0.0585     |       0.9909       |        0.3626       |     230      |      100      |
| Class 128 |      1.0      |      0.4374     |        0.9909       |        0.3601        |     1.0      |     0.3427     |       0.9908       |        0.3685       |     1.0      |     0.0674     |       0.9911       |        0.3454       |     230      |  tensor(-115) |
| Class 129 |      1.0      |      0.3679     |        0.9911       |        0.3434        |     1.0      |     0.2934     |       0.9912       |        0.3721       |     1.0      |     0.0604     |       0.9912       |        0.3709       |     230      |      120      |
| Class 130 |      1.0      |      0.3325     |        0.9912       |        0.3691        |     1.0      |     0.3871     |       0.991        |        0.3687       |     0.99     |     0.083      |       0.9914       |        0.3545       |     230      |  tensor(-115) |
| Class 131 |      0.99     |      0.3177     |        0.9914       |        0.3529        |     0.98     |     0.2837     |       0.9914       |        0.372        |     0.95     |     0.0706     |       0.9914       |        0.359        |     230      |      116      |
| Class 132 |      1.0      |      0.3198     |        0.991        |        0.3575        |     1.0      |     0.3579     |       0.991        |        0.3608       |     0.99     |     0.0708     |       0.9913       |        0.3587       |     230      |  tensor(-115) |
| Class 133 |      1.0      |      0.3427     |        0.9912       |        0.3569        |     1.0      |     0.3612     |       0.991        |        0.3679       |     1.0      |     0.0635     |       0.9911       |        0.3592       |     230      |      109      |
| Class 134 |      1.0      |      0.4317     |        0.9911       |        0.3567        |     1.0      |     0.2837     |       0.9916       |        0.369        |     1.0      |     0.0541     |       0.9912       |        0.3556       |     230      |  tensor(-115) |
| Class 135 |      1.0      |      0.3077     |        0.9912       |        0.354         |     1.0      |     0.3964     |       0.9907       |        0.3677       |     1.0      |     0.0937     |       0.9914       |        0.3528       |     230      |      115      |
| Class 136 |      1.0      |      0.3076     |        0.9914       |        0.3514        |     1.0      |     0.2512     |       0.9912       |        0.3752       |     0.98     |     0.066      |       0.991        |        0.3558       |     230      |  tensor(-115) |
| Class 137 |      1.0      |      0.463      |        0.9908       |        0.3532        |     1.0      |     0.2763     |       0.9912       |        0.3714       |     0.99     |     0.0496     |       0.9906       |        0.357        |     230      |      116      |
| Class 138 |      1.0      |      0.406      |        0.9906       |        0.3547        |     1.0      |     0.3217     |       0.9912       |        0.3631       |     0.97     |     0.0562     |       0.9911       |        0.359        |     230      |  tensor(-115) |
| Class 139 |      1.0      |      0.2982     |        0.9909       |        0.3575        |     1.0      |     0.3396     |       0.991        |        0.3696       |     1.0      |     0.0703     |       0.9909       |        0.3671       |     230      |      102      |
| Class 140 |      1.0      |      0.3676     |        0.9909       |        0.3651        |     1.0      |     0.3761     |       0.9911       |        0.3607       |     0.97     |     0.0601     |       0.9912       |        0.3604       |     230      |  tensor(-115) |
| Class 141 |      1.0      |      0.4233     |        0.991        |        0.3581        |     1.0      |     0.2985     |       0.991        |        0.3672       |     0.97     |     0.0553     |       0.9908       |        0.357        |     230      |      115      |
| Class 142 |      0.96     |      0.4033     |        0.9909       |        0.3547        |     0.95     |     0.3444     |       0.9915       |        0.3771       |     0.91     |     0.0588     |       0.9915       |        0.3539       |     230      |  tensor(-115) |
| Class 143 |      0.99     |      0.3464     |        0.991        |        0.3521        |     0.99     |     0.2619     |       0.9913       |        0.3768       |     0.93     |     0.053      |       0.9916       |        0.3642       |     230      |       95      |
| Class 144 |      0.98     |      0.2491     |        0.9912       |        0.363         |     0.96     |     0.2432     |       0.9911       |        0.3672       |     0.86     |     0.067      |       0.991        |        0.3619       |     230      |  tensor(-115) |
| Class 145 |      1.0      |      0.3317     |         0.99        |        0.3604        |     1.0      |     0.3198     |       0.9912       |        0.3717       |     1.0      |     0.079      |       0.9916       |        0.3589       |     230      |      114      |
| Class 146 |      1.0      |      0.3813     |        0.9916       |        0.3568        |     1.0      |     0.3302     |       0.9912       |        0.3702       |     1.0      |     0.0629     |       0.9908       |        0.3679       |     230      |  tensor(-115) |
| Class 147 |      1.0      |      0.3464     |        0.9908       |        0.366         |     1.0      |     0.2575     |       0.9913       |        0.3641       |     0.98     |     0.0602     |       0.9915       |        0.3424       |     230      |      117      |
| Class 148 |      0.95     |      0.2365     |        0.9917       |        0.3412        |     0.95     |     0.2494     |       0.9914       |        0.3657       |     0.88     |     0.0587     |       0.9908       |        0.3621       |     230      |  tensor(-115) |
| Class 149 |     0.9901    |      0.3603     |        0.9901       |        0.3605        |    0.9917    |     0.3642     |       0.9917       |        0.3644       |    0.9914    |     0.3033     |       0.9914       |        0.3035       |     230      |      103      |
+-----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


SST2:

Low_std_max

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9881    |     0.964      |       0.9887       |        0.9871       |    0.9864    |     0.8583     |       0.9903       |        0.9833       |     230      |      125      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9875    |     0.9817     |       0.9898       |        0.9855       |    0.9848    |      0.88      |       0.9922       |        0.9716       |     230      |      105      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+

STD and MAX

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.988     |     0.9844     |       0.9888       |        0.9935       |    0.9864    |     0.8583     |       0.9903       |        0.9833       |     230      |       82      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9873    |     0.9911     |       0.9899       |        0.9896       |    0.9848    |      0.88      |       0.9922       |        0.9716       |     230      |       70      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


Layer3

IMDB
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9857    |     0.9887     |       0.9885       |        0.995        |    0.9807    |     0.992      |       0.9874       |        0.9971       |     230      |      112      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9872    |     0.9935     |       0.9873       |        0.9897       |    0.9828    |     0.9951     |       0.9852       |        0.9929       |     230      |      115      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+

AG_news
Std and Max
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9691    |      0.9833     |        0.9744       |        0.9704        |    0.9605    |     0.9764     |       0.9641       |        0.9652       |    0.9166    |     0.9404     |       0.9677       |        0.9647       |     230      |       97      |
| Class 1 |     0.9982    |      0.9962     |        0.9647       |        0.9658        |    0.9971    |     0.9912     |       0.9573       |        0.9576       |    0.9902    |     0.9783     |       0.9521       |        0.9566       |     230      |       99      |
| Class 2 |     0.9445    |      0.9564     |        0.9826       |        0.9791        |    0.9053    |     0.9303     |       0.9828       |        0.9758       |    0.9156    |     0.9271     |       0.973        |        0.9717       |     230      |      104      |
| Class 3 |     0.9805    |      0.9576     |        0.9706       |        0.979         |    0.9824    |     0.9531     |       0.9585       |        0.9728       |    0.9013    |     0.9003     |       0.973        |        0.9745       |     230      |      110      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+

SST2
Max_Random_std
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9879    |     0.9487     |       0.9893       |        0.9866       |    0.9864    |     0.8583     |       0.9903       |        0.9833       |     230      |      153      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9869    |     0.9499     |       0.9907       |        0.9794       |    0.9848    |      0.88      |       0.9922       |        0.9716       |     230      |      153      |
| Class 2 |     0.9886    |      0.997      |        0.9886       |        0.997         |    0.9885    |     0.9561     |       0.9885       |        0.9561       |    0.9886    |     0.9071     |       0.9886       |        0.9071       |     230      |      162      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9893    |     0.9446     |       0.9879       |        0.9807       |    0.9864    |     0.8583     |       0.9903       |        0.9833       |     230      |      148      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9878    |     0.9551     |       0.9896       |        0.972        |    0.9848    |      0.88      |       0.9922       |        0.9716       |     230      |      160      |
| Class 2 |     0.9886    |      0.997      |        0.9886       |        0.997         |    0.9886    |     0.9148     |       0.9886       |        0.9148       |    0.9886    |     0.9071     |       0.9886       |        0.9071       |     230      |      208      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+



Max_Random_std

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9879    |     0.889      |       0.989        |        0.9661       |    0.9821    |     0.6476     |       0.9924       |        0.9223       |     384      |      263      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9869    |     0.9157     |       0.9907       |        0.9542       |    0.9816    |     0.6608     |       0.9938       |        0.8988       |     384      |      269      |
| Class 2 |     0.9886    |      0.997      |        0.9886       |        0.997         |    0.9886    |     0.9118     |       0.9886       |        0.9118       |    0.9885    |     0.7241     |       0.9885       |        0.7241       |     384      |      277      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+

Max_high_STD
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9892    |      0.9961     |        0.9881       |        0.9978        |    0.9902    |     0.9144     |       0.9874       |        0.9503       |    0.9821    |     0.6476     |       0.9924       |        0.9223       |     384      |      260      |
| Class 1 |     0.9881    |      0.9978     |        0.9892       |        0.9961        |    0.9885    |     0.9169     |       0.9886       |        0.935        |    0.9816    |     0.6608     |       0.9938       |        0.8988       |     384      |      266      |
| Class 2 |     0.9886    |      0.997      |        0.9886       |        0.997         |    0.9887    |     0.7707     |       0.9887       |        0.7707       |    0.9885    |     0.7241     |       0.9885       |        0.7241       |     384      |      328      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+

AG_news

Max_high_STD
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9691    |      0.9833     |        0.9744       |        0.9704        |    0.9683    |     0.8152     |       0.974        |        0.8512       |    0.7849    |     0.3807     |       0.9749       |        0.8841       |     384      |      244      |
| Class 1 |     0.9982    |      0.9962     |        0.9647       |        0.9658        |    0.9978    |     0.8626     |       0.9649       |        0.8498       |    0.7758    |     0.3496     |       0.9658       |        0.8771       |     384      |      240      |
| Class 2 |     0.9445    |      0.9564     |        0.9826       |        0.9791        |    0.9574    |     0.7522     |       0.9784       |        0.8449       |    0.6374    |     0.3914     |       0.9909       |        0.8859       |     384      |      251      |
| Class 3 |     0.9805    |      0.9576     |        0.9706       |        0.979         |    0.9747    |     0.7355     |       0.972        |        0.8817       |    0.6311    |     0.373      |       0.9887       |        0.8927       |     384      |      244      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


Max_Random_std

+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9691    |      0.9833     |        0.9744       |        0.9704        |    0.945     |     0.7146     |       0.9741       |        0.8668       |    0.7849    |     0.3807     |       0.9749       |        0.8841       |     384      |      274      |
| Class 1 |     0.9982    |      0.9962     |        0.9647       |        0.9658        |    0.9914    |     0.7192     |       0.966        |        0.8599       |    0.7758    |     0.3496     |       0.9658       |        0.8771       |     384      |      266      |
| Class 2 |     0.9445    |      0.9564     |        0.9826       |        0.9791        |    0.9287    |     0.6686     |       0.9846       |        0.8662       |    0.6374    |     0.3914     |       0.9909       |        0.8859       |     384      |      273      |
| Class 3 |     0.9805    |      0.9576     |        0.9706       |        0.979         |    0.9544    |     0.6765     |       0.9776       |        0.8809       |    0.6311    |     0.373      |       0.9887       |        0.8927       |     384      |      273      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+


Max_high_STD_removing_dead
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class  | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0 |     0.9691    |      0.9833     |        0.9744       |        0.9704        |    0.9692    |     0.8383     |       0.9743       |        0.8578       |    0.7849    |     0.3807     |       0.9749       |        0.8841       |     384      |      229      |
| Class 1 |     0.9982    |      0.9962     |        0.9647       |        0.9658        |    0.9982    |     0.8957     |       0.9637       |        0.8434       |    0.7758    |     0.3496     |       0.9658       |        0.8771       |     384      |      219      |
| Class 2 |     0.9445    |      0.9564     |        0.9826       |        0.9791        |    0.9604    |     0.7877     |       0.9767       |        0.8497       |    0.6374    |     0.3914     |       0.9909       |        0.8859       |     384      |      236      |
| Class 3 |     0.9805    |      0.9576     |        0.9706       |        0.979         |     0.98     |     0.766      |       0.9698       |        0.8856       |    0.6311    |     0.373      |       0.9887       |        0.8927       |     384      |      225      |
+---------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+



DB_14

Max and STD

+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
|  Class   | Base Accuracy | Base Confidence | Base Complement Acc | Base Compliment Conf | STD Accuracy | STD Confidence | STD compliment ACC | STD compliment Conf | MAX Accuracy | MAX Confidence | Max compliment acc | Max compliment conf | Total Masked | Intersedction |
+----------+---------------+-----------------+---------------------+----------------------+--------------+----------------+--------------------+---------------------+--------------+----------------+--------------------+---------------------+--------------+---------------+
| Class 0  |     0.8132    |      0.8922     |        0.5721       |        0.9206        |    0.8053    |     0.8189     |       0.5737       |        0.831        |    0.6134    |     0.2337     |       0.5952       |        0.8244       |     384      |      160      |
| Class 1  |     0.9476    |      0.9927     |        0.5618       |        0.9081        |    0.9491    |     0.9666     |       0.5662       |        0.8019       |    0.8718    |     0.2162     |        0.56        |        0.8157       |     384      |      181      |
| Class 2  |     0.2598    |       0.66      |        0.6147       |        0.9262        |    0.2473    |     0.5584     |       0.613        |        0.8388       |    0.2303    |     0.4311     |       0.6176       |        0.8195       |     384      |      194      |
| Class 3  |     0.8695    |      0.8179     |        0.5678       |        0.9296        |    0.8589    |     0.6483     |       0.5689       |        0.854        |    0.4193    |     0.3008     |       0.598        |        0.8341       |     384      |      196      |
| Class 4  |     0.2944    |      0.9095     |        0.612        |        0.9182        |    0.2992    |     0.8172     |       0.6098       |        0.8352       |    0.2768    |     0.5233     |       0.6103       |        0.8162       |     384      |      181      |
| Class 5  |     0.7605    |      0.9839     |        0.5761       |        0.9111        |    0.7647    |     0.9669     |       0.5712       |        0.8188       |    0.6523    |     0.1978     |       0.5773       |        0.8246       |     384      |      155      |
| Class 6  |     0.5893    |      0.9178     |        0.5779       |        0.9155        |    0.5857    |     0.8358     |       0.5744       |        0.8347       |    0.5955    |     0.7695     |       0.5855       |        0.764        |     384      |      171      |
| Class 7  |     0.6693    |      0.9761     |        0.5832       |        0.9127        |    0.6743    |     0.9577     |       0.5785       |        0.8083       |    0.5826    |     0.2174     |       0.5824       |        0.8278       |     384      |      154      |
| Class 8  |     0.3186    |      0.8997     |        0.6101       |        0.9186        |    0.3227    |     0.8039     |       0.6085       |        0.8285       |    0.225     |     0.4347     |       0.6158       |        0.8143       |     384      |      180      |
